Date,AGG,BNP.PA,EURUSD=X,EXSA.DE,F,GD=F,GM,GOOG,MA,MBG.DE,MCD,SNAP,SPY,TSLA,UBER,VOW3.DE
2016-03-17,94.29556274414062,29.11622428894043,1.1218937635421753,34.2599983215332,10.323909759521484,337.5,26.922954559326172,36.888999938964844,87.77920532226562,46.23203659057617,104.85305786132812,,181.24879455566406,15.092000007629395,,96.8984603881836
2016-03-18,94.3726577758789,,1.1317979097366333,,10.454205513000488,335.20001220703125,26.922954559326172,36.880001068115234,88.6434555053711,,105.63630676269531,,181.96102905273438,15.515999794006348,,
2016-03-19,,,,,,,,,,,,,,,,
2016-03-20,,28.844970703125,,34.18000030517578,,,,,,45.82655334472656,,,,,,96.48258209228516
2016-03-21,94.16706085205078,28.793916702270508,1.1279042959213257,34.13999938964844,10.469534873962402,336.1000061035156,27.0240421295166,37.10449981689453,88.68185424804688,46.012115478515625,105.40642547607422,,182.21922302246094,15.887999534606934,,97.73020935058594
2016-03-22,94.10711669921875,28.3280029296875,1.1235954761505127,34.11000061035156,10.415884017944336,337.75,26.872411727905273,37.037498474121094,88.11530303955078,46.238914489746094,105.4149398803711,,182.12127685546875,15.616000175476074,,97.48068237304688
2016-03-23,94.31266784667969,27.712106704711914,1.122296690940857,33.58000183105469,10.162958145141602,329.3999938964844,26.375396728515625,36.90299987792969,88.4705810546875,45.26300048828125,105.72996520996094,,180.91941833496094,14.838666915893555,,95.52608489990234
2016-03-24,94.32124328613281,,1.118105411529541,,10.009672164916992,327.95001220703125,26.080556869506836,36.76499938964844,88.25935363769531,,104.96372985839844,,180.83926391601562,15.183333396911621,,
2016-03-25,,,1.1167943477630615,,,,,,,,,,,,,
2016-03-26,,,,,,,,,,,,,,,,
2016-03-27,,,1.1159967184066772,,,,,,,,,,,,,
2016-03-28,94.38981628417969,27.897197723388672,1.1202723979949951,33.779998779296875,10.032665252685547,327.95001220703125,26.131107330322266,36.67649841308594,87.6159439086914,45.59975814819336,104.86157989501953,,180.94607543945312,15.350666999816895,,94.0289306640625
2016-03-29,94.67247009277344,28.369491577148438,1.12920343875885,34.189998626708984,10.116973876953125,324.6000061035156,26.27431297302246,37.23849868774414,89.09478759765625,46.68563461303711,105.54264831542969,,182.61985778808594,15.342000007629395,,94.44480895996094
2016-03-30,94.63819885253906,28.229074478149414,1.1334655284881592,33.880001068115234,10.231940269470215,323.45001220703125,26.1058292388916,37.5265007019043,90.08386993408203,46.3007698059082,107.12617492675781,,183.42111206054688,15.12600040435791,,93.03084564208984
2016-03-31,94.93798828125,28.08547592163086,1.1379671096801758,33.43000030517578,10.346904754638672,322.70001220703125,26.47648811340332,37.247501373291016,90.74645233154297,45.27674865722656,106.99848175048828,,182.97598266601562,15.317999839782715,,89.5790786743164
2016-04-01,94.85391235351562,,,,10.040329933166504,316.3999938964844,25.667787551879883,37.49549865722656,92.06205749511719,,108.1392822265625,,184.222412109375,15.839332580566406,,
2016-04-02,,,,,,,,,,,,,,,,
2016-04-03,,27.992931365966797,1.1390039920806885,33.619998931884766,,,,,,44.946861267089844,,,,,,89.12162780761719
2016-04-04,94.94828796386719,27.412139892578125,1.1389002799987793,32.970001220703125,9.81039810180664,311.20001220703125,25.187620162963867,37.26449966430664,91.27460479736328,43.36616134643555,108.6075439453125,,183.6259307861328,16.465999603271484,,85.54512786865234
2016-04-05,95.07707977294922,27.44405174255371,1.138200283050537,33.22999954223633,9.787405967712402,310.75,24.934904098510742,36.88999938964844,90.60242462158203,42.95381164550781,108.44578552246094,,181.79190063476562,17.031333923339844,,86.08576202392578
2016-04-06,95.05988311767578,26.390962600708008,1.1404979228973389,33.040000915527344,9.825725555419922,317.6000061035156,25.221315383911133,37.28450012207031,91.17012786865234,43.1495475769043,108.56494140625,,183.77725219726562,17.69466781616211,,85.12925720214844
2016-04-07,95.26592254638672,26.764331817626953,1.1373976469039917,33.33000183105469,9.595794677734375,315.3500061035156,24.783273696899414,37.013999938964844,89.97697448730469,43.22203826904297,109.09280395507812,,181.5781707763672,17.14666748046875,,86.46004486083984
2016-04-08,95.17149353027344,,,,9.618789672851562,326.5,24.741151809692383,36.95750045776367,90.24641418457031,,108.93956756591797,,182.06787109375,16.67133331298828,,
2016-04-09,,,,,,,,,,,,,,,,
2016-04-10,,27.00685691833496,1.1403028964996338,33.4900016784668,,,,,,43.86000442504883,,,,,,88.4978256225586
2016-04-11,95.24014282226562,27.16322898864746,1.141291856765747,33.709999084472656,9.703097343444824,329.25,24.875934600830078,36.80500030517578,89.9384994506836,44.43996810913086,108.5989990234375,,181.64056396484375,16.661333084106445,,89.37115478515625
2016-04-12,95.08566284179688,28.8896484375,1.138498306274414,34.58000183105469,9.818063735961914,338.8500061035156,25.027568817138672,37.15449905395508,90.31375122070312,46.03488540649414,108.64158630371094,,183.33212280273438,16.521333694458008,,92.9892578125
2016-04-13,95.12854766845703,29.14175033569336,1.1279042959213257,34.65999984741211,10.009672164916992,338.0,25.92892837524414,37.58599853515625,92.13236999511719,46.29587173461914,108.02860260009766,,185.18394470214844,16.968666076660156,,93.40513610839844
2016-04-14,94.96550750732422,28.822633743286133,1.1270017623901367,34.560001373291016,10.032665252685547,335.6000061035156,25.878387451171875,37.65999984741211,92.53649139404297,45.317169189453125,108.55644226074219,,185.19285583496094,16.790666580200195,,91.20098876953125
2016-04-15,95.23155975341797,,,,9.91770076751709,332.2300109863281,25.74360466003418,37.95000076293945,93.0272216796875,,108.78633117675781,,184.98806762695312,16.96733283996582,,
2016-04-16,,,,,,,,,,,,,,,,
2016-04-17,,29.186429977416992,1.1299946308135986,34.66999816894531,,,,,,46.04212951660156,,,,,,92.1990966796875
2016-04-18,95.22296905517578,29.12260627746582,1.1309019327163696,35.209999084472656,10.155295372009277,335.95001220703125,26.375396728515625,38.330501556396484,93.97978210449219,47.5862922668457,109.69728088378906,,186.28793334960938,16.92533302307129,,94.3200454711914
2016-04-19,95.21437072753906,29.87890625,1.1359634399414062,35.38999938964844,10.300918579101562,343.25,26.931377410888672,37.69649887084961,93.56604766845703,47.941524505615234,109.70578002929688,,186.8755645751953,16.4913330078125,,100.55814361572266
2016-04-20,94.98262786865234,30.405458450317383,1.1305055618286133,35.20000076293945,10.454205513000488,352.8500061035156,27.11670684814453,37.63349914550781,94.20113372802734,48.32575607299805,109.44186401367188,,187.0535888671875,16.6646671295166,,105.67339324951172
2016-04-21,94.85391235351562,30.501192092895508,1.12920343875885,35.13999938964844,10.461871147155762,348.20001220703125,27.51263427734375,37.957000732421875,93.85472106933594,45.853641510009766,107.0921401977539,,186.0475616455078,16.55266761779785,,104.34259033203125
2016-04-22,94.86248779296875,,,,10.431211471557617,347.8999938964844,27.10828399658203,35.938499450683594,93.76811218261719,,106.84523010253906,,186.0475616455078,16.916667938232422,,
2016-04-23,,,,,,,,,,,,,,,,
2016-04-24,,29.77041244506836,1.123406171798706,34.95000076293945,,,,,,45.53466033935547,,,,,,102.38798522949219
2016-04-25,94.75948333740234,30.30333709716797,1.1269001960754395,35.08000183105469,10.408218383789062,345.04998779296875,26.91452980041504,36.157501220703125,93.31586456298828,45.62165451049805,108.51388549804688,,185.72703552246094,16.788000106811523,,104.00990295410156
2016-04-26,94.71658325195312,30.558631896972656,1.1299052238464355,35.209999084472656,10.538512229919434,351.6000061035156,27.11670684814453,35.40700149536133,93.59489440917969,45.50566101074219,108.72674560546875,,186.0030975341797,16.916000366210938,,107.6695785522461
2016-04-27,94.99982452392578,30.791587829589844,1.132900595664978,35.2599983215332,10.585006713867188,355.95001220703125,27.091434478759766,35.29199981689453,94.66299438476562,45.65789794921875,109.22904968261719,,186.38584899902344,16.764667510986328,,109.99846649169922
